ID,city,year,emission
浙江舟山2015,浙江舟山,2015,25.0699969
浙江舟山2016,浙江舟山,2016,26.47966677
浙江舟山2017,浙江舟山,2017,23.94945519
浙江舟山2018,浙江舟山,2018,23.06082532
浙江舟山2019,浙江舟山,2019,28.45571219
浙江衢州2003,浙江衢州,2003,9.868790752
浙江衢州2004,浙江衢州,2004,12.18480841
浙江衢州2005,浙江衢州,2005,15.49529836
浙江衢州2006,浙江衢州,2006,19.28125081
浙江衢州2007,浙江衢州,2007,22.64113205
浙江衢州2008,浙江衢州,2008,21.22213742
浙江衢州2009,浙江衢州,2009,24.21632855
浙江衢州2010,浙江衢州,2010,24.75912131
浙江衢州2011,浙江衢州,2011,24.95188753
浙江衢州2012,浙江衢州,2012,25.02933483
浙江衢州2013,浙江衢州,2013,29.2086977
浙江衢州2014,浙江衢州,2014,29.97604833
浙江衢州2015,浙江衢州,2015,29.35712812
浙江衢州2016,浙江衢州,2016,28.54038812
浙江衢州2017,浙江衢州,2017,32.14186572
浙江衢州2018,浙江衢州,2018,29.43728728
浙江衢州2019,浙江衢州,2019,27.99576312
浙江金华2000,浙江金华,2000,8.561160015
浙江金华2001,浙江金华,2001,8.924171438
浙江金华2002,浙江金华,2002,10.29259311
浙江金华2003,浙江金华,2003,13.75438937
浙江金华2004,浙江金华,2004,13.30635871
浙江金华2005,浙江金华,2005,14.84924913
浙江金华2006,浙江金华,2006,20.42775767
浙江金华2007,浙江金华,2007,27.96569807
浙江金华2008,浙江金华,2008,27.10227212
浙江金华2009,浙江金华,2009,25.35057359
浙江金华2011,浙江金华,2011,28.01839456
浙江金华2012,浙江金华,2012,26.92112072
浙江金华2013,浙江金华,2013,27.72130631
浙江金华2014,浙江金华,2014,26.03219929
浙江金华2015,浙江金华,2015,26.34370089
浙江金华2016,浙江金华,2016,24.13663473
浙江金华2017,浙江金华,2017,25.57105799
浙江嘉兴2010,浙江嘉兴,2010,38.51449193
浙江宁波2010,浙江宁波,2010,98.74794857
浙江杭州2010,浙江杭州,2010,48.82999427
浙江温州2010,浙江温州,2010,30.73687031
浙江湖州2010,浙江湖州,2010,21.56548366
浙江绍兴2010,浙江绍兴,2010,35.55478124
浙江舟山2010,浙江舟山,2010,8.905171509
浙江金华2010,浙江金华,2010,26.31609687
安徽亳州2006,安徽亳州,2006,1.987642153
安徽亳州2007,安徽亳州,2007,3.536884835
安徽亳州2008,安徽亳州,2008,2.976942762
安徽亳州2009,安徽亳州,2009,3.594605469
安徽亳州2010,安徽亳州,2010,3.742721057
安徽亳州2011,安徽亳州,2011,5.624292771
安徽亳州2012,安徽亳州,2012,5.865598944
安徽亳州2013,安徽亳州,2013,4.953051943
安徽亳州2014,安徽亳州,2014,4.983185332
安徽亳州2015,安徽亳州,2015,7.489555977
安徽亳州2016,安徽亳州,2016,7.003746771
安徽亳州2017,安徽亳州,2017,11.37772515
安徽亳州2018,安徽亳州,2018,11.81930242
安徽亳州2019,安徽亳州,2019,12.43386549
安徽六安2005,安徽六安,2005,3.22665245
安徽六安2006,安徽六安,2006,3.841654737
安徽六安2007,安徽六安,2007,4.737296129
安徽六安2008,安徽六安,2008,4.46864229
安徽六安2009,安徽六安,2009,4.173817795
安徽六安2010,安徽六安,2010,4.254417977
安徽六安2011,安徽六安,2011,4.553409946
安徽六安2012,安徽六安,2012,5.007487994
安徽六安2013,安徽六安,2013,6.02850689
安徽六安2014,安徽六安,2014,7.973186906
安徽六安2015,安徽六安,2015,9.90086681
安徽六安2016,安徽六安,2016,9.187242022
安徽六安2018,安徽六安,2018,8.096597632
安徽六安2019,安徽六安,2019,11.14481456
安徽合肥2000,安徽合肥,2000,5.500594855
安徽合肥2001,安徽合肥,2001,8.350072091
安徽合肥2003,安徽合肥,2003,11.32341974
安徽合肥2004,安徽合肥,2004,13.79421551
安徽合肥2005,安徽合肥,2005,11.74170461
安徽合肥2006,安徽合肥,2006,12.80390253
安徽合肥2007,安徽合肥,2007,19.04908855
安徽合肥2008,安徽合肥,2008,15.13681293
安徽合肥2009,安徽合肥,2009,18.45701514
安徽合肥2011,安徽合肥,2011,36.8983865
安徽合肥2012,安徽合肥,2012,37.3830937
安徽合肥2013,安徽合肥,2013,42.57972768
安徽合肥2014,安徽合肥,2014,43.25158861
安徽合肥2015,安徽合肥,2015,41.40325026
安徽合肥2016,安徽合肥,2016,37.03977189
安徽合肥2017,安徽合肥,2017,36.68853845
安徽合肥2018,安徽合肥,2018,36.22142529
安徽合肥2019,安徽合肥,2019,39.79164916
安徽安庆2000,安徽安庆,2000,4.964461156
安徽安庆2001,安徽安庆,2001,4.848285627
安徽安庆2002,安徽安庆,2002,6.270876475
安徽安庆2003,安徽安庆,2003,7.700936052
安徽安庆2004,安徽安庆,2004,9.42353917
安徽安庆2005,安徽安庆,2005,11.75636607
安徽安庆2006,安徽安庆,2006,12.50636515
安徽安庆2007,安徽安庆,2007,14.41591801
安徽安庆2008,安徽安庆,2008,15.97483043
安徽安庆2009,安徽安庆,2009,16.00361279
安徽安庆2010,安徽安庆,2010,17.26491207
安徽安庆2011,安徽安庆,2011,20.47543179
安徽安庆2012,安徽安庆,2012,21.56914162
安徽安庆2013,安徽安庆,2013,20.39128506
安徽安庆2014,安徽安庆,2014,22.12271223
安徽安庆2015,安徽安庆,2015,22.57917031
安徽安庆2016,安徽安庆,2016,28.7068552
安徽安庆2017,安徽安庆,2017,33.70059056
安徽安庆2018,安徽安庆,2018,30.85658395
安徽安庆2019,安徽安庆,2019,30.42722139
安徽宣城2004,安徽宣城,2004,7.058930564
安徽宣城2006,安徽宣城,2006,6.506352198
安徽宣城2008,安徽宣城,2008,9.40257857
安徽宣城2009,安徽宣城,2009,11.81616347
安徽宣城2010,安徽宣城,2010,12.85288789
安徽宣城2011,安徽宣城,2011,12.60365222
安徽宣城2012,安徽宣城,2012,11.72117949
安徽宣城2013,安徽宣城,2013,13.07523481
安徽宣城2014,安徽宣城,2014,12.14457638
安徽宣城2015,安徽宣城,2015,13.0900106
安徽宣城2016,安徽宣城,2016,13.1347239
安徽宣城2017,安徽宣城,2017,13.94461709
安徽宣城2018,安徽宣城,2018,19.07955986
安徽宣城2019,安徽宣城,2019,18.58876433
安徽宿州2007,安徽宿州,2007,13.80245055
安徽宿州2008,安徽宿州,2008,17.06356218
安徽宿州2009,安徽宿州,2009,16.17641905
安徽宿州2010,安徽宿州,2010,21.06576393
安徽宿州2011,安徽宿州,2011,23.12374652
安徽宿州2012,安徽宿州,2012,27.96321231
安徽宿州2013,安徽宿州,2013,31.09229051
安徽宿州2014,安徽宿州,2014,36.00913955
安徽宿州2015,安徽宿州,2015,33.01945575
安徽宿州2016,安徽宿州,2016,27.06707155
安徽宿州2017,安徽宿州,2017,27.36421695
安徽宿州2018,安徽宿州,2018,29.05972202
安徽宿州2019,安徽宿州,2019,24.51815901
安徽巢湖2006,安徽巢湖,2006,8.025943609
安徽巢湖2007,安徽巢湖,2007,9.046303335
安徽巢湖2008,安徽巢湖,2008,9.663159674
安徽巢湖2009,安徽巢湖,2009,14.51477859
安徽巢湖2010,安徽巢湖,2010,16.74033698
安徽池州2006,安徽池州,2006,5.601502368
安徽池州2007,安徽池州,2007,6.434907163
安徽池州2008,安徽池州,2008,7.565435562
安徽池州2009,安徽池州,2009,6.872756162
